id_fuente,suma_EFA,suma_GEE,Descuento_FNCE,Descuento_GEE,FNCE,GEE,GEE_final
142452.0,0,0,0.0,0.0,0.0,0.0,0.0
142458.0,0,0,0.0,0.0,0.0,0.0,0.0
142463.0,0,12500,0.0,6250.0,0.0,6250.0,4750.0
142464.0,500,3000,250.0,1500.0,250.0,1500.0,1500.0
142467.0,0,0,0.0,0.0,0.0,0.0,0.0
142475.0,0,0,0.0,0.0,0.0,0.0,0.0
142477.0,0,0,0.0,0.0,0.0,0.0,0.0
142480.0,0,0,0.0,0.0,0.0,0.0,0.0
142481.0,0,3200,0.0,1600.0,0.0,1600.0,1600.0
142484.0,0,0,0.0,0.0,0.0,0.0,0.0
142500.0,0,3100,0.0,1550.0,0.0,1550.0,1550.0
142504.0,0,0,0.0,0.0,0.0,0.0,0.0
142505.0,0,0,0.0,0.0,0.0,0.0,0.0
142509.0,0,0,0.0,0.0,0.0,0.0,0.0
142515.0,0,0,0.0,0.0,0.0,0.0,0.0
142520.0,0,0,0.0,0.0,0.0,0.0,0.0
142530.0,0,0,0.0,0.0,0.0,0.0,0.0
142532.0,0,0,0.0,0.0,0.0,0.0,0.0
142537.0,0,0,0.0,0.0,0.0,0.0,0.0
142553.0,0,11827,0.0,5913.5,0.0,5913.5,5913.5
142561.0,0,0,0.0,0.0,0.0,0.0,0.0
142562.0,0,0,0.0,0.0,0.0,0.0,0.0
142566.0,0,0,0.0,0.0,0.0,0.0,0.0
142567.0,0,0,0.0,0.0,0.0,0.0,0.0
142574.0,0,0,0.0,0.0,0.0,0.0,0.0
142576.0,0,0,0.0,0.0,0.0,0.0,0.0
142578.0,0,0,0.0,0.0,0.0,0.0,0.0
142593.0,0,0,0.0,0.0,0.0,0.0,0.0
142610.0,0,0,0.0,0.0,0.0,0.0,0.0
142621.0,0,0,0.0,0.0,0.0,0.0,0.0
142623.0,0,0,0.0,0.0,0.0,0.0,0.0
142624.0,0,0,0.0,0.0,0.0,0.0,0.0
142628.0,0,0,0.0,0.0,0.0,0.0,0.0
142630.0,0,0,0.0,0.0,0.0,0.0,0.0
142635.0,0,0,0.0,0.0,0.0,0.0,0.0
142636.0,0,0,0.0,0.0,0.0,0.0,0.0
142637.0,0,0,0.0,0.0,0.0,0.0,0.0
142648.0,0,0,0.0,0.0,0.0,0.0,0.0
142655.0,0,0,0.0,0.0,0.0,0.0,0.0
142657.0,0,0,0.0,0.0,0.0,0.0,0.0
142674.0,0,0,0.0,0.0,0.0,0.0,0.0
142684.0,0,0,0.0,0.0,0.0,0.0,0.0
142694.0,0,0,0.0,0.0,0.0,0.0,0.0
142701.0,0,3400,0.0,1700.0,0.0,1700.0,1700.0
142705.0,0,0,0.0,0.0,0.0,0.0,0.0
142724.0,0,0,0.0,0.0,0.0,0.0,0.0
142753.0,0,0,0.0,0.0,0.0,0.0,0.0
142754.0,0,0,0.0,0.0,0.0,0.0,0.0
142762.0,0,0,0.0,0.0,0.0,0.0,0.0
142777.0,0,0,0.0,0.0,0.0,0.0,0.0
142779.0,0,0,0.0,0.0,0.0,0.0,0.0
142792.0,0,0,0.0,0.0,0.0,0.0,0.0
142803.0,0,0,0.0,0.0,0.0,0.0,0.0
142805.0,0,0,0.0,0.0,0.0,0.0,0.0
142807.0,0,0,0.0,0.0,0.0,0.0,0.0
142810.0,0,0,0.0,0.0,0.0,0.0,0.0
142815.0,0,0,0.0,0.0,0.0,0.0,0.0
142816.0,0,386,0.0,193.0,0.0,193.0,193.0
142828.0,0,0,0.0,0.0,0.0,0.0,0.0
